Date,Arriving by date,Type,Booking date,Start date,End date,Nights,Listing,Currency,Amount,Paid out,Host service fee,Fast pay fee,Cleaning fee,Pet fee,Gross earnings,Occupancy taxes,Earnings year
10/17/2022,,Reservation,10/09/2022,10/16/2022,10/19/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,641.17,,19.83,,120.0,0.0,661.0,99.95,2022.0
10/15/2022,10/15/2022,Payout,,,,,,USD,,701.31,,,,,,,
10/15/2022,,Reservation,10/11/2022,10/14/2022,10/16/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,701.31,,21.69,,120.0,0.0,723.0,109.32,2022.0
10/12/2022,10/12/2022,Payout,,,,,,USD,,355.02,,,,,,,
10/12/2022,,Reservation,10/11/2022,10/11/2022,10/13/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,355.02,,10.98,,120.0,0.0,366.0,55.34,2022.0
10/10/2022,10/10/2022,Payout,,,,,,USD,,280.33,,,,,,,
10/10/2022,,Reservation,10/04/2022,10/09/2022,10/10/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,280.33,,8.67,,120.0,0.0,289.0,43.7,2022.0
10/09/2022,10/09/2022,Payout,,,,,,USD,,573.05,,,,,,,
10/09/2022,,Reservation,09/18/2022,10/08/2022,10/09/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,548.05,,16.95,,120.0,0.0,565.0,85.43,2022.0
10/09/2022,,Resolution Payout,,,,,,USD,25.0,,,,,,25.0,,2022.0
09/29/2022,09/29/2022,Payout,,,,,,USD,,504.68,,,,,,,
09/29/2022,,Reservation,08/22/2022,09/28/2022,09/30/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,624.68,,19.32,,120.0,60.0,644.0,97.38,2022.0
09/29/2022,,Resolution Adjustment,,09/29/2022,,,,USD,-120.0,,,,,,-120.0,,2022.0
09/24/2022,09/24/2022,Payout,,,,,,USD,,1183.4,,,,,,,
09/24/2022,,Reservation,08/03/2022,09/23/2022,09/25/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1183.4,,36.6,,120.0,0.0,1220.0,184.47,2022.0
09/20/2022,09/20/2022,Payout,,,,,,USD,,454.93,,,,,,,
09/20/2022,,Reservation,09/07/2022,09/19/2022,09/21/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,454.93,,14.07,,120.0,0.0,469.0,70.92,2022.0
09/18/2022,09/18/2022,Payout,,,,,,USD,,430.68,,,,,,,
09/18/2022,,Reservation,09/17/2022,09/17/2022,09/18/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,430.68,,13.32,,120.0,60.0,444.0,67.14,2022.0
09/14/2022,09/14/2022,Payout,,,,,,USD,,496.64,,,,,,,
09/14/2022,,Reservation,08/09/2022,09/13/2022,09/15/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,496.64,,15.36,,120.0,0.0,512.0,77.42,2022.0
09/09/2022,09/09/2022,Payout,,,,,,USD,,1015.59,,,,,,,
09/09/2022,,Reservation,08/07/2022,09/08/2022,09/11/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1015.59,,31.41,,120.0,0.0,1047.0,158.31,2022.0
09/08/2022,09/08/2022,Payout,,,,,,USD,,265.78,,,,,,,
09/08/2022,,Reservation,09/07/2022,09/07/2022,09/08/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,265.78,,8.22,,120.0,0.0,274.0,41.43,2022.0
09/04/2022,09/04/2022,Payout,,,,,,USD,,1247.42,,,,,,,
09/04/2022,,Reservation,07/13/2022,09/03/2022,09/07/2022,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1247.42,,38.58,,120.0,0.0,1286.0,194.45,2022.0
09/02/2022,09/02/2022,Payout,,,,,,USD,,280.33,,,,,,,
09/02/2022,,Reservation,08/29/2022,09/01/2022,09/02/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,280.33,,8.67,,120.0,0.0,289.0,43.7,2022.0
09/01/2022,09/01/2022,Payout,,,,,,USD,,294.88,,,,,,,
09/01/2022,,Reservation,08/06/2022,08/31/2022,09/01/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,294.88,,9.12,,120.0,0.0,304.0,45.97,2022.0
08/30/2022,08/30/2022,Payout,,,,,,USD,,207.86,,,,,,,
08/30/2022,,Resolution Adjustment,,08/29/2022,,,,USD,-120.0,,,,,,-120.0,,2022.0
08/30/2022,,Reservation,08/23/2022,08/29/2022,08/31/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,327.86,,10.14,,0.0,60.0,338.0,0.0,2022.0
08/27/2022,08/27/2022,Payout,,,,,,USD,,846.81,,,,,,,
08/27/2022,,Reservation,07/20/2022,08/26/2022,08/28/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,846.81,,26.19,,120.0,0.0,873.0,132.0,2022.0
08/24/2022,08/24/2022,Payout,,,,,,USD,,716.83,,,,,,,
08/24/2022,,Reservation,08/14/2022,08/23/2022,08/26/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,716.83,,22.17,,120.0,60.0,739.0,111.74,2022.0
08/18/2022,08/18/2022,Payout,,,,,,USD,,1224.14,,,,,,,
08/18/2022,,Reservation,07/20/2022,08/17/2022,08/21/2022,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1224.14,,37.86,,120.0,0.0,1262.0,190.82,2022.0
08/17/2022,08/17/2022,Payout,,,,,,USD,,265.78,,,,,,,
08/17/2022,,Reservation,08/04/2022,08/16/2022,08/17/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,265.78,,8.22,,120.0,0.0,274.0,41.43,2022.0
08/09/2022,08/09/2022,Payout,,,,,,USD,,535.44,,,,,,,
08/09/2022,,Reservation,08/06/2022,08/08/2022,08/11/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,535.44,,16.56,,120.0,0.0,552.0,83.47,2022.0
08/07/2022,08/07/2022,Payout,,,,,,USD,,762.42,,,,,,,
08/07/2022,,Reservation,07/01/2022,08/06/2022,08/08/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,762.42,,23.58,,115.0,0.0,786.0,118.85,2022.0
08/05/2022,08/05/2022,Payout,,,,,,USD,,769.48,,,,,,,
08/05/2022,,Reservation,04/12/2022,08/04/2022,08/06/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,769.48,,23.8,,100.0,50.0,793.28,119.95,2022.0
08/02/2022,08/02/2022,Payout,,,,,,USD,,535.44,,,,,,,
08/02/2022,,Reservation,08/01/2022,08/01/2022,08/04/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,535.44,,16.56,,120.0,0.0,552.0,83.47,2022.0
08/01/2022,08/01/2022,Payout,,,,,,USD,,416.13,,,,,,,
08/01/2022,,Reservation,07/23/2022,07/31/2022,08/01/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,416.13,,12.87,,120.0,0.0,429.0,64.87,2022.0
07/31/2022,07/31/2022,Payout,,,,,,USD,,761.94,,,,,,,
07/31/2022,,Reservation,07/29/2022,07/30/2022,07/31/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,365.69,,11.31,,120.0,0.0,377.0,57.0,2022.0
07/31/2022,,Reservation,07/06/2022,07/30/2022,08/01/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,396.25,,12.25,,0.0,0.0,408.5,0.0,2022.0
07/26/2022,07/26/2022,Payout,,,,,,USD,,415.16,,,,,,,
07/26/2022,,Reservation,07/13/2022,07/25/2022,07/27/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,415.16,,12.84,,120.0,0.0,428.0,64.72,2022.0
07/25/2022,07/25/2022,Payout,,,,,,USD,,265.78,,,,,,,
07/25/2022,,Reservation,07/24/2022,07/24/2022,07/25/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,265.78,,8.22,,120.0,0.0,274.0,41.43,2022.0
07/15/2022,07/15/2022,Payout,,,,,,USD,,1299.08,,,,,,,
07/15/2022,,Reservation,04/22/2022,07/14/2022,07/18/2022,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1299.08,,40.18,,100.0,0.0,1339.26,202.55,2022.0
07/11/2022,07/11/2022,Payout,,,,,,USD,,639.98,,,,,,,
07/11/2022,,Reservation,07/08/2022,07/10/2022,07/13/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,614.98,,19.02,,120.0,0.0,634.0,95.87,2022.0
07/11/2022,,Resolution Payout,,,,,,USD,25.0,,,,,,25.0,,2022.0
07/10/2022,07/10/2022,Payout,,,,,,USD,,365.69,,,,,,,
07/10/2022,,Reservation,07/07/2022,07/09/2022,07/10/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,365.69,,11.31,,120.0,0.0,377.0,57.0,2022.0
07/06/2022,07/06/2022,Payout,,,,,,USD,,283.24,,,,,,,
07/06/2022,,Reservation,06/05/2022,07/05/2022,07/06/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,283.24,,8.76,,100.0,0.0,292.0,44.15,2022.0
07/03/2022,07/03/2022,Payout,,,,,,USD,,711.98,,,,,,,
07/03/2022,,Reservation,05/18/2022,07/02/2022,07/04/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,711.98,,22.02,,95.0,0.0,734.0,110.98,2022.0
07/01/2022,07/01/2022,Payout,,,,,,USD,,331.74,,,,,,,
07/01/2022,,Reservation,06/11/2022,06/30/2022,07/01/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,331.74,,10.26,,100.0,50.0,342.0,51.71,2022.0
06/27/2022,06/27/2022,Payout,,,,,,USD,,1002.01,,,,,,,
06/27/2022,,Reservation,06/07/2022,06/26/2022,06/30/2022,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1002.01,,30.99,,110.0,50.0,1033.0,156.2,2022.0
06/25/2022,06/25/2022,Payout,,,,,,USD,,826.09,,,,,,,
06/25/2022,,Reservation,05/03/2022,06/24/2022,06/26/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,826.09,,25.55,,100.0,0.0,851.64,128.77,2022.0
06/22/2022,06/22/2022,Payout,,,,,,USD,,687.73,,,,,,,
06/22/2022,,Reservation,06/14/2022,06/21/2022,06/24/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,687.73,,21.27,,110.0,0.0,709.0,107.2,2022.0
06/21/2022,06/21/2022,Payout,,,,,,USD,,246.38,,,,,,,
06/21/2022,,Reservation,06/18/2022,06/20/2022,06/21/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,246.38,,7.62,,100.0,0.0,254.0,38.41,2022.0
06/20/2022,06/20/2022,Payout,,,,,,USD,,246.38,,,,,,,
06/20/2022,,Reservation,06/18/2022,06/19/2022,06/20/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,246.38,,7.62,,100.0,0.0,254.0,38.41,2022.0
06/19/2022,06/19/2022,Payout,,,,,,USD,,55.32,,,,,,,
06/19/2022,,Resolution Adjustment,,06/18/2022,,,,USD,-387.0,,,,,,-387.0,,2022.0
06/19/2022,,Reservation,06/14/2022,06/18/2022,06/19/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,442.32,,13.68,,100.0,50.0,456.0,68.95,2022.0
06/14/2022,06/14/2022,Payout,,,,,,USD,,1488.45,,,,,,,
06/14/2022,,Reservation,04/07/2022,06/13/2022,06/18/2022,5.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1488.45,,46.03,,100.0,0.0,1534.48,232.02,2022.0
06/11/2022,06/11/2022,Payout,,,,,,USD,,773.54,,,,,,,
06/11/2022,,Reservation,04/22/2022,06/10/2022,06/12/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,773.54,,23.92,,100.0,0.0,797.46,120.58,2022.0
06/09/2022,06/09/2022,Payout,,,,,,USD,,283.24,,,,,,,
06/09/2022,,Reservation,06/05/2022,06/08/2022,06/09/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,283.24,,8.76,,100.0,0.0,292.0,44.15,2022.0
06/06/2022,06/06/2022,Payout,,,,,,USD,,713.92,,,,,,,
06/06/2022,,Reservation,06/02/2022,06/05/2022,06/08/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,713.92,,22.08,,110.0,0.0,736.0,111.29,2022.0
06/03/2022,06/03/2022,Payout,,,,,,USD,,685.95,,,,,,,
06/03/2022,,Reservation,04/08/2022,06/02/2022,06/04/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,685.95,,21.21,,100.0,0.0,707.16,106.93,2022.0
05/28/2022,05/28/2022,Payout,,,,,,USD,,1145.47,,,,,,,
05/28/2022,,Reservation,05/09/2022,05/27/2022,05/30/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1145.47,,35.43,,95.0,50.0,1180.9,178.56,2022.0
05/22/2022,05/22/2022,Payout,,,,,,USD,,791.05,,,,,,,
05/22/2022,,Reservation,03/18/2022,05/21/2022,05/23/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,791.05,,24.47,,100.0,0.0,815.52,123.31,2022.0
05/19/2022,05/19/2022,Payout,,,,,,USD,,977.13,,,,,,,
05/19/2022,,Resolution Adjustment,,05/15/2022,,,,USD,-50.0,,,,,,-50.0,,2022.0
05/19/2022,,Reservation,03/12/2022,05/18/2022,05/21/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1027.13,,31.77,,100.0,0.0,1058.9,160.11,2022.0
05/14/2022,05/14/2022,Payout,,,,,,USD,,756.85,,,,,,,
05/14/2022,,Reservation,03/25/2022,05/13/2022,05/15/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,756.85,,23.41,,100.0,0.0,780.26,117.98,2022.0
05/11/2022,05/11/2022,Payout,,,,,,USD,,190.0,,,,,,,
05/11/2022,,Resolution Payout,,,,,,USD,190.0,,,,,,190.0,,2022.0
05/08/2022,05/08/2022,Payout,,,,,,USD,,881.1,,,,,,,
05/08/2022,,Resolution Payout,,,,,,USD,50.0,,,,,,50.0,,2022.0
05/08/2022,,Reservation,04/07/2022,05/07/2022,05/09/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,831.1,,25.7,,100.0,0.0,856.8,129.55,2022.0
05/07/2022,05/07/2022,Payout,,,,,,USD,,481.12,,,,,,,
05/07/2022,,Reservation,04/28/2022,05/06/2022,05/07/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,481.12,,14.88,,100.0,0.0,496.0,75.0,2022.0
04/30/2022,04/30/2022,Payout,,,,,,USD,,1528.49,,,,,,,
04/30/2022,,Reservation,03/07/2022,04/29/2022,05/04/2022,5.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1528.49,,47.27,,100.0,0.0,1575.76,238.26,2022.0
04/28/2022,04/28/2022,Payout,,,,,,USD,,513.32,,,,,,,
04/28/2022,,Reservation,04/16/2022,04/27/2022,04/29/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,563.32,,17.42,,100.0,0.0,580.74,87.81,2022.0
04/28/2022,,Resolution Adjustment,,04/27/2022,,,,USD,-50.0,,,,,,-50.0,,2022.0
04/24/2022,04/24/2022,Payout,,,,,,USD,,50.0,,,,,,,
04/24/2022,,Resolution Payout,,,,,,USD,50.0,,,,,,50.0,,2022.0
04/24/2022,04/24/2022,Payout,,,,,,USD,,50.0,,,,,,,
04/24/2022,,Resolution Payout,,,,,,USD,50.0,,,,,,50.0,,2022.0
04/22/2022,04/22/2022,Payout,,,,,,USD,,1031.3,,,,,,,
04/22/2022,,Reservation,03/13/2022,04/21/2022,04/24/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1031.3,,31.9,,100.0,0.0,1063.2,160.76,2022.0
04/20/2022,04/20/2022,Payout,,,,,,USD,,300.0,,,,,,,
04/20/2022,,Resolution Payout,,,,,,USD,300.0,,,,,,300.0,,2022.0
04/15/2022,04/15/2022,Payout,,,,,,USD,,771.15,,,,,,,
04/15/2022,,Reservation,03/06/2022,04/14/2022,04/17/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,771.15,,23.85,,100.0,0.0,795.0,120.21,2022.0
04/11/2022,04/11/2022,Payout,,,,,,USD,,792.72,,,,,,,
04/11/2022,,Reservation,04/10/2022,04/10/2022,04/13/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,792.72,,24.52,,100.0,0.0,817.24,123.57,2022.0
04/10/2022,04/10/2022,Payout,,,,,,USD,,320.25,,,,,,,
04/10/2022,,Resolution Adjustment,,04/07/2022,,,,USD,-50.0,,,,,,-50.0,,2022.0
04/10/2022,,Reservation,03/05/2022,04/09/2022,04/10/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,370.25,,11.45,,100.0,0.0,381.7,57.72,2022.0
04/07/2022,04/07/2022,Payout,,,,,,USD,,560.66,,,,,,,
04/07/2022,,Reservation,03/18/2022,04/06/2022,04/08/2022,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,560.66,,17.34,,100.0,0.0,578.0,87.4,2022.0
03/30/2022,03/30/2022,Payout,,,,,,USD,,50.0,,,,,,,
03/30/2022,,Resolution Payout,,,,,,USD,50.0,,,,,,50.0,,2022.0
03/29/2022,03/29/2022,Payout,,,,,,USD,,50.0,,,,,,,
03/29/2022,,Resolution Payout,,,,,,USD,50.0,,,,,,50.0,,2022.0
03/29/2022,03/29/2022,Payout,,,,,,USD,,50.0,,,,,,,
03/29/2022,,Resolution Payout,,,,,,USD,50.0,,,,,,50.0,,2022.0
03/28/2022,03/28/2022,Payout,,,,,,USD,,1024.63,,,,,,,
03/28/2022,,Reservation,03/07/2022,03/27/2022,03/31/2022,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1024.63,,31.69,,100.0,0.0,1056.32,159.72,2022.0
03/12/2022,03/12/2022,Payout,,,,,,USD,,952.54,,,,,,,
03/12/2022,,Reservation,03/01/2022,03/11/2022,03/14/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,952.54,,29.46,,100.0,0.0,982.0,148.48,2022.0
03/06/2022,03/11/2022,Payout,,,,,,USD,,150.0,,,,,,,
03/06/2022,,Resolution Payout,,,,,,USD,150.0,,,,,,150.0,,2022.0
03/05/2022,03/11/2022,Payout,,,,,,USD,,882.7,,,,,,,
03/05/2022,,Reservation,03/01/2022,03/03/2022,03/06/2022,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,882.7,,27.3,,100.0,0.0,910.0,137.6,2022.0
